DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
85;302;Chanverrie;85;048;Chambretaud;1567;36;1603
85;152;Achards;85;052;Chapelle-Achard;2081;20;2101
85;090;Sèvremont;85;063;Châtelliers-Châteaumur;783;8;791
85;036;La Bretonnière-la-Claye;85;068;Claye;102;1;103
85;008;Aubigny-Les Clouzeaux;85;069;Clouzeaux;2831;44;2875
85;135;Mareuil-sur-Lay-Dissais;85;079;Dissais;406;13;419
85;080;Doix lès Fontaines;85;080;Doix;967;18;985
85;084;Essarts en Bocage;85;084;Essarts;5586;102;5688
85;090;Sèvremont;85;090;Flocellière;2634;46;2680
85;080;Doix lès Fontaines;85;091;Fontaines;756;15;771
85;146;Montaigu-Vendée;85;107;Guyonnière;2753;156;2909
85;020;Benet;85;122;Lesson;616;14;630
85;146;Montaigu-Vendée;85;146;Montaigu;5160;123;5283
85;197;Montréverd;85;150;Mormaison;1212;10;1222
85;152;Achards;85;152;Mothe-Achard;3108;88;3196
85;154;Mouilleron-Saint-Germain;85;154;Mouilleron-en-Pareds;1388;82;1470
85;162;Rives-d'Autise;85;162;Nieul-sur-l'Autise;1291;34;1325
85;084;Essarts en Bocage;85;165;Oie;1215;29;1244
85;162;Rives-d'Autise;85;168;Oulmes;813;17;830
85;177;Velluire-sur-Vendée;85;177;Poiré-sur-Velluire;665;13;678
85;090;Sèvremont;85;180;Pommeraie-sur-Sèvre;985;26;1011
85;197;Montréverd;85;197;Saint-André-Treize-Voies;1422;27;1449
85;213;Rives de l'Yon;85;213;Saint-Florent-des-Bois;2833;146;2979
85;146;Montaigu-Vendée;85;217;Saint-Georges-de-Montaigu;4309;142;4451
85;154;Mouilleron-Saint-Germain;85;219;Saint-Germain-l'Aiguiller;437;12;449
85;146;Montaigu-Vendée;85;224;Saint-Hilaire-de-Loulay;4577;117;4694
85;040;La Caillère-Saint-Hilaire;85;230;Saint-Hilaire-du-Bois;292;6;298
85;090;Sèvremont;85;257;Saint-Michel-Mont-Mercure;2053;155;2208
85;051;Chantonnay;85;263;Saint-Philbert-du-Pont-Charrault;1031;10;1041
85;277;Saint-Vincent-sur-Graon;85;270;Saint-Sornin;101;3;104
85;197;Montréverd;85;272;Saint-Sulpice-le-Verdon;1098;20;1118
85;034;Bournezeau;85;275;Saint-Vincent-Puymaufrais;539;9;548
85;020;Benet;85;203;Sainte-Christine;353;5;358
85;084;Essarts en Bocage;85;212;Sainte-Florence;1280;21;1301
85;019;Bellevigny;85;279;Saligny;2084;31;2115
85;177;Velluire-sur-Vendée;85;299;Velluire;717;9;726
85;302;Chanverrie;85;302;Verrie;3922;95;4017
86;019;Beaumont Saint-Cyr;86;019;Beaumont;1860;28;1888
86;123;Boivre-la-Vallée;86;021;Benassay;856;9;865
86;281;Saint-Martin-la-Pallu;86;030;Blaslay;529;5;534
86;082;Valence-en-Poitou;86;043;Ceaux-en-Couhé;524;12;536
86;053;Champigny en Rochereau;86;053;Champigny-le-Sec;1105;23;1128
86;123;Boivre-la-Vallée;86;056;Chapelle-Montreuil;718;14;732
86;281;Saint-Martin-la-Pallu;86;060;Charrais;1092;28;1120
86;082;Valence-en-Poitou;86;067;Châtillon;230;4;234
86;281;Saint-Martin-la-Pallu;86;071;Cheneché;379;3;382
86;082;Valence-en-Poitou;86;082;Couhé;1881;37;1918
86;225;Saint-Jean-de-Sauves;86;101;Frontenay-sur-Dive;179;3;182
86;115;Jaunay-Marigny;86;115;Jaunay-Clan;6278;234;6512
86;123;Boivre-la-Vallée;86;123;Lavausseau;743;17;760
86;115;Jaunay-Marigny;86;146;Marigny-Brizay;1309;21;1330
86;161;Moncontour;86;155;Messais;99;3;102
86;123;Boivre-la-Vallée;86;166;Montreuil-Bonnin;755;12;767
86;108;La Grimaudière;86;179;Notre-Dame-d'Or;90;2;92
86;161;Moncontour;86;185;Ouzilly-Vignolles;194;2;196
86;082;Valence-en-Poitou;86;188;Payré;1035;49;1084
86;070;Chauvigny;86;199;Pouzioux;244;3;247
86;053;Champigny en Rochereau;86;208;Rochereau;838;12;850
86;137;Loudun;86;212;Rossay;267;6;273
86;161;Moncontour;86;216;Saint-Chartres;101;2;103
86;019;Beaumont Saint-Cyr;86;219;Saint-Cyr;1137;15;1152
86;245;Senillé-Saint-Sauveur;86;245;Saint-Sauveur;1045;23;1068
86;245;Senillé-Saint-Sauveur;86;259;Senillé;791;21;812
86;066;Châtellerault;86;267;Targé;908;16;924
86;281;Saint-Martin-la-Pallu;86;277;Varennes;349;5;354
86;082;Valence-en-Poitou;86;278;Vaux;791;14;805
86;281;Saint-Martin-la-Pallu;86;281;Vendeuvre-du-Poitou;3214;46;3260
86;108;La Grimaudière;86;283;Verger-sur-Dive;97;6;103
87;097;Val d'Issoire;87;026;Bussière-Boffy;283;3;286
87;028;Val-d'Oire-et-Gartempe;87;028;Bussière-Poitevine;836;11;847
87;028;Val-d'Oire-et-Gartempe;87;055;Darnac;377;3;380
87;097;Val d'Issoire;87;097;Mézières-sur-Issoire;755;9;764
87;092;Marval;87;098;Milhaguet;107;3;110
87;128;Saint-Pardoux-le-Lac;87;128;Roussac;453;4;457
87;028;Val-d'Oire-et-Gartempe;87;136;Saint-Barbant;309;8;317
87;027;Bussière-Galant;87;171;Saint-Nicolas-Courbefy;146;4;150
87;128;Saint-Pardoux-le-Lac;87;173;Saint-Pardoux;623;8;631
87;180;Saint-Sornin-Leulac;87;175;Saint-Priest-le-Betoux;62;0;62
87;128;Saint-Pardoux-le-Lac;87;184;Saint-Symphorien-sur-Couze;249;1;250
87;028;Val-d'Oire-et-Gartempe;87;196;Thiat;133;0;133
88;218;Granges-Aumontzey;88;018;Aumontzey;481;7;488
88;029;Vôge-les-Bains;88;029;Bains-les-Bains;1176;113;1289
88;322;La Neuveville-devant-Lépanges;88;067;Boulay;218;5;223
88;361;Provenchères-et-Colroy;88;112;Colroy-la-Grande;513;97;610
88;465;Capavenir Vosges;88;204;Girmont;1000;17;1017
88;218;Granges-Aumontzey;88;218;Granges-sur-Vologne;2149;50;2199
88;029;Vôge-les-Bains;88;234;Harsault;314;6;320
88;029;Vôge-les-Bains;88;235;Hautmougey;128;8;136
88;465;Capavenir Vosges;88;337;Oncourt;195;7;202
88;361;Provenchères-et-Colroy;88;361;Provenchères-sur-Fave;841;17;858
88;322;La Neuveville-devant-Lépanges;88;420;Saint-Jean-du-Marché;90;1;91
88;465;Capavenir Vosges;88;465;Thaon-les-Vosges;7553;203;7756
89;130;Deux Rivières;89;001;Accolay;447;5;452
89;003;Montholon;89;003;Aillant-sur-Tholon;1408;21;1429
89;055;Brienon-sur-Armançon;89;047;Bligny-en-Othe;95;5;100
89;439;Vergigny;89;052;Bouilly;240;10;250
89;086;Charny Orée de Puisaye;89;070;Chambeugle;49;2;51
89;003;Montholon;89;078;Champvallon;643;14;657
89;086;Charny Orée de Puisaye;89;086;Charny;1470;16;1486
89;283;Ouanne;89;090;Chastenay;112;3;115
89;086;Charny Orée de Puisaye;89;097;Chêne-Arnoult;108;1;109
89;086;Charny Orée de Puisaye;89;103;Chevillon;321;14;335
89;411;Les Vallées de la Vanne;89;107;Chigy;354;5;359
89;197;Guillon-Terre-Plaine;89;109;Cisery;55;0;55
89;407;Tanlay;89;114;Commissey;200;9;209
89;130;Deux Rivières;89;130;Cravant;816;24;840
89;086;Charny Orée de Puisaye;89;138;Dicy;310;7;317
89;014;Arces-Dilo;89;140;Dilo;64;3;67
89;233;Lucy-sur-Cure;89;157;Essert;66;1;67
89;414;Thorigny-sur-Oreuse;89;166;Fleurigny;368;11;379
89;405;Les Hauts de Forterre;89;174;Fontenailles;66;0;66
89;086;Charny Orée de Puisaye;89;178;Fontenouilles;219;3;222
89;086;Charny Orée de Puisaye;89;192;Grandchamp;348;9;357
89;196;Valravillon;89;196;Guerchy;753;22;775
89;197;Guillon-Terre-Plaine;89;197;Guillon;424;1;425
89;196;Valravillon;89;213;Laduz;292;12;304
89;073;Champignelles;89;231;Louesme;60;0;60
89;086;Charny Orée de Puisaye;89;241;Malicorne;151;2;153
89;086;Charny Orée de Puisaye;89;243;Marchais-Beton;124;2;126
89;405;Les Hauts de Forterre;89;260;Molesmes;171;3;174
89;196;Valravillon;89;275;Neuilly;442;12;454
89;420;Treigny-Perreuse-Sainte-Colombe;89;293;Perreuse;59;0;59
89;086;Charny Orée de Puisaye;89;294;Perreux;337;3;340
89;086;Charny Orée de Puisaye;89;317;Prunoy;285;2;287
89;439;Vergigny;89;322;Rebourseaux;278;4;282
89;441;Vermenton;89;330;Sacy;169;1;170
89;334;Le Val d'Ocre;89;334;Saint-Aubin-Château-Neuf;508;6;514
89;086;Charny Orée de Puisaye;89;343;Saint-Denis-sur-Ouanne;145;1;146
89;334;Le Val d'Ocre;89;356;Saint-Martin-sur-Ocre;52;1;53
89;414;Thorigny-sur-Oreuse;89;357;Saint-Martin-sur-Oreuse;392;9;401
89;086;Charny Orée de Puisaye;89;358;Saint-Martin-sur-Ouanne;385;2;387
89;388;Sépeaux-Saint Romain;89;366;Saint-Romain-le-Preux;171;6;177
89;407;Tanlay;89;372;Saint-Vinnemer;244;4;248
89;420;Treigny-Perreuse-Sainte-Colombe;89;340;Sainte-Colombe-sur-Loing;201;1;202
89;197;Guillon-Terre-Plaine;89;381;Sceaux;129;6;135
89;388;Sépeaux-Saint Romain;89;388;Sépeaux;368;8;376
89;344;Saint-Fargeau;89;389;Septfonds;142;0;142
89;263;Monéteau;89;401;Sougères-sur-Sinotte;412;10;422
89;405;Les Hauts de Forterre;89;405;Taingy;259;3;262
89;411;Les Vallées de la Vanne;89;411;Theil-sur-Vanne;468;11;479
89;420;Treigny-Perreuse-Sainte-Colombe;89;420;Treigny;722;20;742
89;197;Guillon-Terre-Plaine;89;421;Trévilly;65;0;65
89;411;Les Vallées de la Vanne;89;429;Vareilles;236;5;241
89;024;Auxerre;89;435;Vaux;357;1;358
89;197;Guillon-Terre-Plaine;89;448;Vignes;80;1;81
89;086;Charny Orée de Puisaye;89;454;Villefranche;602;8;610
89;196;Valravillon;89;457;Villemer;271;7;278
89;003;Montholon;89;473;Villiers-sur-Tholon;465;16;481
89;472;Villiers-Saint-Benoît;89;476;Villotte;85;0;85
89;003;Montholon;89;484;Volgré;350;9;359
90;068;Meroux-Moval;90;068;Meroux;862;22;884
90;068;Meroux-Moval;90;073;Moval;448;8;456
91;228;Évry-Courcouronnes;91;182;Courcouronnes;13490;127;13617
91;390;Mérévillois;91;222;Estouches;253;4;257
91;228;Évry-Courcouronnes;91;228;Évry;53641;333;53974
91;390;Mérévillois;91;390;Méréville;3059;39;3098
